sale_id,product_id,sale_date,quantity_sold,total_sale_amount,customer_region,discount_applied,shipping_cost
472,162,2022-07-10,3,477.09,Europe,0.09,36.73
473,69,2022-09-09,7,7173.06,Europe,0.3,48.91
474,3,2021-04-07,10,19052.86,North America,0.28,19.29
475,102,2023-12-19,3,2030.27,North America,0.1,44.58
476,6,2022-03-18,6,8811.85,South America,0.26,23.63
477,112,2021-11-29,5,7279.81,Asia,0.13,47.02
478,134,2023-05-14,3,1786.44,Europe,0.23,9.8
479,205,2023-10-17,1,708.7,Asia,0.23,32.54
480,237,2023-06-30,10,9688.26,Europe,0.17,15.39
481,36,2022-05-04,4,1805.18,South America,0.21,21.17
482,157,2022-09-30,3,7414.89,Asia,0.15,32.21
483,187,2022-03-03,3,1105.52,Europe,0.26,27.12
484,152,2021-11-15,3,8020.53,North America,0.06,6.45
485,159,2022-12-25,5,8456.95,Europe,0.29,15.01
486,159,2022-01-13,4,9338.38,South America,0.02,46.72
487,64,2023-06-11,10,7577.84,South America,0.15,19.62
488,234,2022-08-07,4,790.1,South America,0.13,39.93
489,148,2022-12-10,6,7491.69,North America,0.12,47.26
490,182,2021-05-16,9,19141.66,North America,0.03,25.56
491,25,2023-03-02,4,5265.36,North America,0.16,22.8
492,98,2023-10-07,9,15158.8,North America,0.12,39.43
493,5,2022-11-23,4,6767.2,Asia,0.09,22.91
494,178,2023-11-16,5,7589.03,North America,0.14,24.01
495,199,2023-11-07,9,11925.34,South America,0.27,25.86
496,120,2022-06-30,2,1506.66,Europe,0.22,10.09
497,229,2022-07-15,7,2145.4,Europe,0.12,25.29
498,197,2023-04-28,8,10056.09,Europe,0.18,37.07
499,82,2023-11-26,8,19925.82,Europe,0.03,19.58
500,121,2021-08-21,2,2918.9,Asia,0.03,36.78
501,104,2023-11-07,2,3523.25,Europe,0.16,22.28
502,95,2023-11-17,7,16572.79,Europe,0.17,6.98
503,85,2021-10-22,6,7586.43,Europe,0.17,34.68
504,136,2023-04-17,3,2147.96,North America,0.26,13.05
505,129,2023-05-11,7,1300.18,South America,0.09,37.86
506,203,2021-10-27,5,10239.98,Europe,0.19,10.29
507,163,2023-08-12,4,3478.28,North America,0.0,39.44
508,209,2022-09-15,8,13894.71,North America,0.15,27.44
509,0,2023-08-26,10,14451.83,South America,0.26,15.7
510,177,2022-07-14,8,5282.18,North America,0.12,8.57
511,17,2023-09-30,4,8513.61,Europe,0.26,17.52
512,44,2022-07-29,1,788.38,Asia,0.06,7.48
513,22,2023-08-11,1,1720.94,Asia,0.04,6.46
514,198,2023-07-09,6,4392.58,South America,0.28,7.21
515,132,2022-07-20,3,3844.62,Europe,0.05,17.8
516,83,2023-05-03,8,16554.28,North America,0.22,21.21
517,4,2023-02-23,2,3574.22,South America,0.23,19.53
518,131,2021-10-06,2,1491.41,North America,0.23,42.95
519,33,2021-06-24,5,7693.9,Asia,0.14,10.49
520,214,2023-01-19,6,5828.61,Europe,0.16,28.61
521,126,2021-12-20,10,13965.88,North America,0.02,30.71
522,180,2021-07-09,8,3216.28,Asia,0.22,32.22
523,91,2021-05-04,7,16792.14,Asia,0.18,19.24
524,3,2023-12-25,3,6509.73,South America,0.18,27.34
525,42,2022-03-01,8,17718.09,Europe,0.24,44.76
526,110,2022-12-23,5,3322.2,North America,0.29,5.07
527,195,2022-11-21,8,16037.68,Europe,0.19,10.31
528,146,2023-11-01,10,10207.12,Asia,0.3,23.63
529,51,2022-09-18,6,10085.4,North America,0.17,33.69
530,57,2021-07-19,4,6907.41,North America,0.21,16.45
531,244,2023-09-15,5,1342.16,North America,0.09,29.75
532,151,2021-12-29,2,2285.28,North America,0.21,20.36
533,178,2021-08-01,3,4976.99,South America,0.06,42.52
534,194,2022-11-08,8,2618.53,South America,0.24,34.05
535,80,2023-05-30,3,5394.55,Asia,0.19,45.14
536,43,2021-04-20,8,6703.14,North America,0.24,23.63
537,134,2023-09-30,9,6333.74,Asia,0.09,37.62
538,133,2022-06-14,9,14118.53,Asia,0.16,14.37
539,234,2022-07-30,6,1335.0,North America,0.02,11.72
540,219,2023-12-20,6,2372.62,Europe,0.3,33.19
541,207,2021-01-06,10,14677.51,North America,0.18,13.43
542,7,2023-08-05,5,1128.44,North America,0.21,19.15
543,209,2023-07-01,5,8990.7,Europe,0.12,27.37
544,152,2022-02-17,6,14675.87,Europe,0.14,47.78
545,25,2021-09-23,9,12834.3,North America,0.09,10.05
546,245,2023-12-13,4,5415.96,North America,0.27,24.97
547,6,2023-01-06,8,11590.36,Asia,0.27,11.93
548,29,2022-11-30,8,4308.28,Asia,0.22,28.56
549,184,2022-08-29,3,3484.45,Europe,0.23,9.42
550,65,2023-05-18,4,7916.91,North America,0.22,25.67
551,164,2023-10-16,1,2144.19,North America,0.09,6.98
552,39,2021-12-14,6,14259.71,Asia,0.14,7.08
553,161,2022-09-03,1,2459.98,Europe,0.17,19.05
554,41,2023-11-13,6,8895.86,Asia,0.06,17.9
555,19,2022-03-28,8,11482.37,Europe,0.2,17.27
556,227,2023-11-07,5,13215.91,North America,0.03,48.12
557,49,2021-10-21,4,7992.43,Asia,0.16,29.72
558,157,2022-12-21,3,6280.85,Europe,0.28,41.18
559,234,2023-09-26,3,667.5,Asia,0.02,32.6
560,229,2022-12-10,9,2727.03,South America,0.13,10.85
561,90,2023-10-04,1,930.34,South America,0.03,7.42
562,150,2022-09-29,7,18854.01,South America,0.05,31.83
563,52,2022-08-09,10,6029.57,Europe,0.11,19.95
564,58,2021-04-29,9,13023.26,South America,0.02,46.53
565,13,2023-06-07,10,4862.69,South America,0.04,41.58
566,242,2022-12-22,2,5060.38,South America,0.14,35.8
567,31,2023-05-14,8,3566.59,Asia,0.07,15.07
568,232,2021-02-05,6,5922.42,Asia,0.12,36.48
569,187,2022-10-21,6,2569.58,South America,0.14,6.36
570,18,2022-07-08,2,1301.77,Europe,0.11,25.76
571,21,2022-03-30,5,10325.05,Europe,0.23,32.2
572,10,2021-11-28,9,12847.24,North America,0.03,41.79
573,59,2022-07-10,6,4463.72,Asia,0.17,8.19
574,219,2021-04-19,9,4372.4,Europe,0.14,31.57
575,216,2021-09-04,10,26474.12,South America,0.07,12.16
576,127,2023-12-19,7,19967.33,South America,0.02,14.37
577,148,2022-03-31,7,8243.69,Europe,0.17,20.4
578,167,2023-08-24,3,3652.27,South America,0.2,8.51
579,228,2023-12-14,2,171.45,North America,0.18,25.83
580,170,2021-05-20,8,15106.22,North America,0.05,48.01
581,57,2023-02-07,10,21203.13,South America,0.03,41.63
582,117,2021-12-16,6,7646.18,North America,0.15,34.71
583,173,2021-09-20,4,4426.14,North America,0.25,44.93
584,149,2022-09-27,3,6784.44,Asia,0.2,25.38
585,221,2022-07-08,7,8930.41,Europe,0.18,25.12
586,246,2023-01-25,6,9633.46,Asia,0.09,40.75
587,32,2021-11-07,7,2317.39,North America,0.22,46.18
588,173,2023-07-20,10,14753.8,South America,0.0,49.39
589,137,2021-02-25,3,1504.56,North America,0.26,7.81
590,151,2023-01-27,1,1142.64,Asia,0.21,41.93
591,151,2023-10-13,2,2140.64,Europe,0.26,43.96
592,168,2023-08-09,7,1606.35,Asia,0.21,22.74
593,111,2021-01-03,7,5124.87,Europe,0.12,24.58
594,247,2021-08-01,3,1106.82,South America,0.14,13.47
595,53,2023-09-19,6,12014.1,Europe,0.25,11.94
596,110,2023-12-01,3,2807.49,Europe,0.0,34.18
597,3,2022-04-09,8,16935.87,Europe,0.2,48.87
598,26,2021-01-27,2,1070.34,South America,0.04,41.27
599,64,2021-06-04,10,6418.87,South America,0.28,33.05
600,248,2021-12-29,9,6693.4,South America,0.13,41.9
601,76,2022-03-24,6,5438.21,North America,0.07,24.11
602,4,2022-07-11,10,19727.82,Asia,0.15,37.89
603,226,2023-06-15,7,1201.89,North America,0.28,30.94
604,198,2023-05-03,1,843.94,North America,0.17,36.72
605,56,2022-03-01,10,12244.16,Europe,0.14,36.07
606,1,2023-05-17,9,14855.53,Asia,0.3,49.27
607,15,2022-04-17,8,5278.56,North America,0.16,28.55
608,85,2021-05-19,4,5240.43,North America,0.14,38.38
609,61,2022-01-17,9,14696.56,North America,0.24,19.06
610,15,2021-09-12,6,3958.92,South America,0.16,5.49
611,17,2021-09-10,9,18896.77,Asia,0.27,30.83
612,209,2021-03-27,7,12730.01,Asia,0.11,49.0
613,23,2021-04-07,5,5926.95,Asia,0.05,36.28
614,205,2021-06-03,10,8467.59,Europe,0.08,33.32
615,119,2023-02-25,10,25262.44,North America,0.02,49.57
616,122,2021-03-22,5,2750.13,North America,0.15,10.71
617,96,2022-04-08,5,11008.49,Asia,0.08,32.71
618,65,2021-01-08,5,12687.35,Europe,0.0,10.02
619,31,2023-04-24,10,3739.16,Asia,0.22,34.66
620,167,2021-06-13,3,4200.11,South America,0.08,36.53
621,240,2021-09-10,3,757.42,Asia,0.24,43.79
622,50,2021-12-04,2,1022.02,Europe,0.29,31.8
623,70,2023-04-23,8,14571.97,South America,0.23,23.58
624,43,2023-03-22,4,3527.97,Europe,0.2,37.67
625,28,2021-04-12,4,1362.53,North America,0.17,42.88
626,92,2023-12-09,5,521.94,Europe,0.23,10.22
627,171,2023-05-23,8,5368.92,Europe,0.12,18.56
628,27,2022-07-09,7,9447.18,Asia,0.21,22.55
629,183,2022-10-21,3,5765.41,Asia,0.16,24.56
630,213,2022-12-22,8,17877.61,North America,0.11,19.21
631,118,2021-11-18,2,2647.01,South America,0.28,33.68
632,135,2021-12-15,10,19537.27,Asia,0.28,43.63
633,194,2022-05-18,5,1981.13,South America,0.08,9.42
634,141,2021-05-08,8,11707.57,Europe,0.23,38.71
635,234,2022-07-31,9,1839.02,Europe,0.1,36.06
636,16,2022-03-16,6,6043.06,North America,0.16,35.28
637,117,2023-05-09,1,1319.34,South America,0.12,28.64
638,105,2023-03-03,6,1203.05,Europe,0.07,17.75
639,231,2021-07-06,1,292.96,Europe,0.01,9.14
640,14,2021-10-31,10,21043.07,North America,0.19,36.86
641,204,2023-10-07,2,2026.86,Europe,0.26,10.85
642,162,2021-07-08,2,276.12,South America,0.21,16.4
643,139,2023-04-06,2,2021.5,Asia,0.19,46.52
644,30,2023-11-05,7,2033.22,Asia,0.21,35.04
645,18,2021-12-11,5,3473.82,North America,0.05,8.33
646,77,2021-07-23,7,8268.57,Asia,0.12,49.82
647,109,2021-10-15,5,4897.58,Europe,0.05,8.12
648,12,2022-08-13,10,9539.02,North America,0.12,34.05
649,126,2021-05-28,3,3591.23,North America,0.16,24.41
650,90,2023-05-23,8,6061.58,North America,0.21,9.65
651,170,2021-11-03,2,3299.52,South America,0.17,16.28
652,177,2021-05-17,1,547.73,North America,0.27,11.7
653,34,2022-04-16,1,2244.77,Asia,0.2,16.99
654,212,2022-10-18,7,15347.35,South America,0.17,28.19
655,153,2022-01-23,8,11545.87,North America,0.13,42.98
656,150,2022-12-25,9,23730.54,South America,0.07,22.3
657,96,2023-12-11,2,3972.63,Asia,0.17,47.08
658,11,2023-12-24,6,6202.56,North America,0.2,23.03
659,197,2021-11-06,6,7726.02,North America,0.16,48.24
660,197,2023-04-28,8,9442.91,Europe,0.23,18.05
661,192,2021-04-21,3,6347.01,Europe,0.17,48.54
662,51,2022-11-29,5,7999.46,Asia,0.21,45.34
663,6,2022-03-25,8,15400.88,Europe,0.03,33.48
664,163,2021-08-13,3,2582.62,Europe,0.01,6.14
665,41,2022-08-04,8,11104.05,Asia,0.12,40.67
666,65,2022-05-06,8,17051.8,South America,0.16,42.54
667,236,2023-01-21,1,2574.2,North America,0.01,7.52
668,155,2023-10-31,7,4906.14,South America,0.04,41.32
669,55,2023-09-19,9,21011.79,North America,0.04,31.07
670,233,2023-01-10,1,1506.98,North America,0.22,27.0
671,51,2023-04-27,8,11827.05,Europe,0.27,32.83
672,201,2022-08-31,3,5122.56,Asia,0.0,33.47
673,96,2021-07-24,2,4116.22,North America,0.14,12.68
674,200,2023-08-23,2,514.06,Europe,0.03,31.77
675,107,2021-07-19,2,3515.79,South America,0.24,24.18
676,179,2021-08-12,6,5140.68,Europe,0.04,35.78
677,23,2021-03-07,6,5615.01,North America,0.25,40.69
678,73,2023-03-28,10,27500.88,Asia,0.05,7.84
679,125,2022-05-13,3,4184.61,Asia,0.23,12.56
680,52,2021-08-10,9,5792.45,North America,0.05,15.96
681,129,2021-03-06,3,593.96,South America,0.03,43.13
682,147,2023-03-15,3,5148.63,North America,0.0,26.91
683,167,2022-07-09,1,1445.69,Asia,0.05,9.01
684,103,2022-12-21,7,13264.37,South America,0.21,40.65
685,23,2021-08-18,3,3518.74,South America,0.06,33.79
686,165,2022-08-07,7,14380.59,North America,0.07,12.85
687,34,2023-06-30,10,26656.62,North America,0.05,27.49
688,142,2023-07-10,5,964.49,Europe,0.1,5.21
689,154,2021-06-19,4,1486.69,North America,0.04,28.86
690,17,2022-03-21,10,25598.36,Europe,0.11,39.25
691,46,2021-05-28,8,5980.93,Asia,0.23,34.67
692,181,2023-09-19,1,1540.1,South America,0.06,40.85
693,76,2023-04-29,8,7406.88,North America,0.05,35.16
694,21,2021-04-12,1,2172.28,South America,0.19,17.83
695,14,2023-07-03,5,11690.6,South America,0.1,41.23
696,44,2023-08-08,1,813.54,Europe,0.03,7.36
697,2,2023-10-14,3,6371.21,North America,0.24,26.83
698,75,2023-03-31,2,467.77,Asia,0.27,37.46
699,138,2022-09-19,7,7507.65,Asia,0.06,35.46
700,229,2022-03-09,4,1072.7,North America,0.23,19.68
701,24,2021-10-09,4,968.39,South America,0.22,44.14
702,34,2023-09-13,4,10999.36,North America,0.02,31.33
703,139,2023-06-10,7,8385.48,South America,0.04,46.75
704,99,2023-09-21,3,838.7,Europe,0.12,11.14
705,91,2022-08-22,6,12462.46,Europe,0.29,14.1
706,91,2023-12-08,1,2311.11,Europe,0.21,7.68
707,141,2022-01-19,2,2812.86,Europe,0.26,25.64
708,207,2021-01-10,6,9987.87,Europe,0.07,18.28
709,63,2021-10-30,10,20687.84,Europe,0.27,31.02
710,169,2022-03-25,2,1681.15,Europe,0.12,28.48
711,217,2023-10-05,10,11301.43,North America,0.14,25.82
712,47,2021-05-15,7,9324.59,Asia,0.22,16.1
713,192,2023-12-06,7,14809.69,Europe,0.17,45.13
714,233,2021-02-11,10,14103.82,North America,0.27,23.8
715,117,2021-08-02,1,1049.47,North America,0.3,38.01
716,153,2021-01-10,7,9754.27,North America,0.16,26.57
717,118,2022-06-03,8,12499.76,North America,0.15,8.74
718,76,2023-12-16,7,4911.93,Asia,0.28,10.97
719,170,2023-10-17,4,6440.02,South America,0.19,9.08
720,34,2021-08-21,5,13328.31,North America,0.05,25.67
721,95,2022-04-28,8,19624.92,South America,0.14,11.24
722,176,2022-04-23,3,2293.91,South America,0.24,21.67
723,226,2023-05-14,1,176.47,Asia,0.26,8.18
724,47,2023-03-20,9,15216.5,Asia,0.01,24.17
725,91,2021-03-07,10,24573.86,North America,0.16,40.75
726,51,2023-01-25,10,14986.33,North America,0.26,38.11
727,222,2023-12-05,9,18140.11,North America,0.28,35.36
728,127,2021-03-26,2,5181.03,North America,0.11,25.94
729,139,2022-03-16,6,6663.47,North America,0.11,34.17
730,166,2023-11-05,9,1353.32,Asia,0.21,14.21
731,127,2021-02-25,4,9779.92,Europe,0.16,34.21
732,175,2022-03-14,4,4648.86,South America,0.1,45.41
733,161,2021-03-10,5,14522.77,South America,0.02,21.78
734,84,2021-09-11,8,14879.9,South America,0.15,42.33
735,36,2022-03-30,9,4113.07,Asia,0.2,28.98
736,157,2023-10-16,8,18842.54,North America,0.19,41.0
737,125,2022-04-12,4,5289.64,North America,0.27,25.6
738,7,2023-06-09,7,1459.82,North America,0.27,17.98
739,176,2022-12-14,2,1911.59,Europe,0.05,10.04
740,42,2021-12-07,8,22147.62,North America,0.05,14.19
741,10,2022-08-28,5,6475.13,Europe,0.12,35.71
742,155,2022-04-29,8,5256.58,North America,0.1,24.97
743,134,2022-01-16,5,3634.74,Europe,0.06,5.99
744,65,2022-03-02,9,18498.16,Asia,0.19,23.53
745,52,2023-12-13,6,3455.15,South America,0.15,34.96
746,200,2023-01-19,8,1929.05,Asia,0.09,10.94
747,161,2021-03-08,3,6757.53,Asia,0.24,15.21
748,108,2023-12-12,5,5251.67,Asia,0.23,7.13
749,212,2023-12-29,5,11358.62,Europe,0.14,12.49
750,215,2023-08-29,9,6499.5,Europe,0.09,48.79
751,178,2023-12-22,3,4924.04,Asia,0.07,6.85
752,100,2021-10-22,10,8980.8,Europe,0.04,16.72
753,62,2022-09-28,4,2323.4,Asia,0.17,6.56
754,168,2023-10-26,6,1673.16,Europe,0.04,25.18
755,223,2021-12-03,9,7632.67,South America,0.09,46.42
756,158,2022-09-13,8,12079.39,Asia,0.23,47.65
757,95,2023-05-15,3,8557.38,Asia,0.0,38.23
758,144,2021-12-27,5,11359.48,Europe,0.14,18.04
759,169,2021-07-19,10,7450.56,Asia,0.22,46.5
760,240,2023-03-16,2,518.23,Europe,0.22,45.51
761,74,2022-11-03,9,1507.42,Europe,0.04,6.12
762,4,2023-11-04,8,16524.95,Europe,0.11,19.69
763,200,2023-02-12,10,2225.83,Asia,0.16,40.16
764,122,2023-03-09,4,2562.48,South America,0.01,29.23
765,147,2022-11-07,2,2437.02,South America,0.29,22.75
766,109,2021-05-06,6,5072.86,North America,0.18,28.02
767,228,2022-01-10,6,551.97,South America,0.12,37.22
768,64,2023-05-22,6,4707.17,Asia,0.12,5.55
769,103,2022-06-22,6,13096.47,North America,0.09,25.05
770,138,2021-01-27,4,3559.86,South America,0.22,24.99
771,34,2021-11-06,8,20427.39,South America,0.09,41.26
772,231,2023-06-18,7,1988.58,North America,0.04,31.42
773,61,2023-02-16,3,6059.11,Asia,0.06,26.36
774,240,2022-06-25,2,478.37,South America,0.28,31.58
775,114,2022-03-04,2,4249.86,Asia,0.0,33.75
776,154,2021-04-04,7,2574.61,Europe,0.05,25.8
777,29,2022-06-13,4,2596.02,South America,0.06,22.18
778,69,2021-04-04,1,1097.92,Asia,0.25,18.59
779,19,2022-01-29,8,11912.96,North America,0.17,25.86
780,67,2023-06-25,1,811.73,South America,0.05,18.51
781,157,2023-02-18,2,4652.48,South America,0.2,45.17
782,235,2022-11-15,3,7569.57,Europe,0.15,35.95
783,141,2021-08-01,1,1824.56,North America,0.04,17.47
784,217,2021-05-26,10,10250.14,South America,0.22,31.15
785,130,2023-01-01,5,5502.01,North America,0.19,26.42
786,95,2023-05-22,6,14547.55,Asia,0.15,30.89
787,6,2021-11-23,3,4941.78,South America,0.17,11.58
788,92,2021-05-05,3,361.97,Asia,0.11,7.38
789,157,2021-05-22,7,16487.23,North America,0.19,47.98
790,35,2022-04-01,5,9255.2,North America,0.09,33.75
791,45,2021-09-15,9,24125.72,North America,0.06,33.26
792,5,2023-10-25,10,14315.22,Asia,0.23,29.47
793,167,2023-05-25,5,7000.19,Asia,0.08,36.41
794,75,2023-05-01,2,538.26,Europe,0.16,20.82
795,31,2023-03-23,1,460.2,South America,0.04,17.66
796,136,2023-03-03,7,6095.56,North America,0.1,45.99
797,219,2023-08-29,4,2146.66,Europe,0.05,14.95
798,10,2022-09-23,9,10860.56,North America,0.18,42.41
799,139,2022-05-03,7,7512.0,Europe,0.14,8.44
800,215,2022-12-21,1,682.49,Asia,0.14,19.02
801,67,2023-08-07,3,1922.51,Asia,0.25,45.04
802,33,2022-03-27,3,4240.59,North America,0.21,6.29
803,129,2021-10-09,4,783.78,Europe,0.04,36.24
804,113,2021-07-02,5,11059.06,North America,0.04,10.86
805,151,2022-08-24,7,7998.48,North America,0.21,40.28
806,23,2021-08-07,1,960.79,North America,0.23,39.08
807,87,2022-04-30,4,6580.98,North America,0.03,40.69
808,180,2021-08-05,8,3958.5,North America,0.04,16.39
809,157,2021-11-29,5,11631.2,North America,0.2,38.95
810,233,2021-11-30,10,18161.08,Europe,0.06,45.55
811,102,2021-11-23,6,4466.58,Asia,0.01,11.55
812,248,2021-01-04,10,7693.56,Europe,0.1,12.23
813,7,2023-12-02,9,2134.03,North America,0.17,9.46
814,29,2023-03-05,9,5778.9,Asia,0.07,13.62
815,51,2023-11-06,3,4435.14,North America,0.27,29.17
816,194,2021-11-23,4,1240.36,South America,0.28,43.31
817,89,2023-05-13,6,7129.81,North America,0.21,13.33
818,75,2021-12-13,3,720.88,South America,0.25,49.16
819,81,2023-12-30,4,4784.92,Asia,0.15,23.34
820,240,2023-06-16,2,571.38,South America,0.14,28.39
821,84,2023-12-16,6,10372.16,North America,0.21,30.07
822,146,2022-06-09,2,2624.69,Asia,0.1,10.21
823,121,2023-12-12,8,9870.11,South America,0.18,19.04
824,53,2023-11-08,4,8863.74,South America,0.17,18.08
825,15,2022-02-05,4,2325.08,South America,0.26,45.26
826,216,2022-08-01,6,16226.08,South America,0.05,49.94
827,155,2021-10-12,2,1284.94,North America,0.12,28.52
828,67,2021-12-14,2,1640.54,North America,0.04,23.03
829,237,2023-12-06,3,3431.74,Asia,0.02,48.88
830,245,2021-11-01,4,6083.68,North America,0.18,49.58
831,52,2021-12-06,4,2032.44,Asia,0.25,37.63
832,68,2022-07-05,10,9835.65,South America,0.18,39.03
833,228,2021-01-11,6,539.43,South America,0.14,32.14
834,86,2021-06-30,8,5477.94,South America,0.15,11.63
835,175,2022-11-12,2,2479.39,Europe,0.04,27.02
836,210,2022-09-13,3,454.02,North America,0.01,38.2
837,39,2023-12-23,8,17686.46,South America,0.2,48.74
838,200,2023-02-24,10,2119.84,North America,0.2,11.87
839,148,2021-05-26,2,2270.21,South America,0.2,28.4
840,144,2021-10-15,8,19865.88,South America,0.06,34.79
841,50,2023-12-13,9,5959.36,North America,0.08,20.46
842,48,2023-10-02,1,680.92,North America,0.3,44.61
843,16,2021-11-28,7,7218.1,South America,0.14,43.38
844,194,2021-05-29,8,3410.99,Asia,0.01,12.96
845,211,2022-12-07,3,7649.82,South America,0.15,11.05
846,126,2022-11-19,8,8778.55,South America,0.23,30.6
847,248,2022-01-03,9,6077.91,South America,0.21,30.75
848,124,2021-05-08,9,16517.93,South America,0.26,27.8
849,39,2022-02-18,5,11744.92,Asia,0.15,48.69
850,220,2022-04-01,5,12332.07,North America,0.1,6.27
851,181,2022-01-27,3,3686.4,North America,0.25,20.7
852,113,2022-11-09,6,12303.2,Asia,0.11,24.27
853,34,2022-05-01,7,17481.13,Europe,0.11,34.76
854,195,2021-11-24,4,8018.84,North America,0.19,31.66
855,194,2023-07-03,5,2088.8,Asia,0.03,12.64
856,97,2021-06-05,1,2231.25,South America,0.14,43.85
857,181,2022-04-28,5,8110.08,North America,0.01,26.14
858,124,2021-09-12,6,13244.11,North America,0.11,22.56
859,119,2023-08-30,8,20003.73,Asia,0.03,35.38
860,66,2023-07-29,8,13754.36,Asia,0.15,39.42
861,135,2022-10-31,3,6675.23,South America,0.18,21.35
862,220,2023-07-28,4,9317.56,North America,0.15,43.13
863,35,2022-01-19,9,17208.57,Asia,0.06,16.93
864,209,2021-03-18,10,17981.39,North America,0.12,15.16
865,199,2022-02-05,10,17606.66,North America,0.03,20.16
866,97,2021-07-19,10,19718.05,Europe,0.24,26.39
867,61,2021-08-23,6,9797.71,Asia,0.24,34.32
868,144,2021-08-18,9,18069.5,Asia,0.24,24.48
869,49,2023-12-25,4,8373.02,South America,0.12,16.31
870,136,2023-01-07,9,8272.55,Europe,0.05,5.84
871,36,2021-07-23,10,4855.71,South America,0.15,34.74
872,9,2022-01-26,5,2844.76,South America,0.28,28.97
873,147,2021-08-01,10,13386.44,Europe,0.22,7.69
874,42,2023-07-31,6,15037.07,Asia,0.14,15.82
875,217,2022-12-08,7,8094.98,North America,0.12,43.71
876,244,2023-01-05,4,884.94,Asia,0.25,17.01
877,84,2021-09-29,3,6039.49,South America,0.08,32.06
878,94,2023-06-20,4,1221.58,Europe,0.03,13.64
879,110,2022-10-17,5,4024.07,South America,0.14,30.19
880,81,2023-09-26,7,7979.56,Europe,0.19,6.67
881,18,2023-11-26,5,3510.38,Asia,0.04,16.63
882,57,2023-01-10,9,18689.36,South America,0.05,43.36
883,139,2022-06-13,1,1222.88,Asia,0.02,45.34
884,86,2021-11-17,10,7330.78,South America,0.09,7.86
885,12,2023-01-24,6,5203.1,South America,0.2,44.86
886,186,2023-09-29,3,3477.07,North America,0.07,30.69
887,50,2023-10-07,9,5182.06,Asia,0.2,31.12
888,195,2023-08-17,8,14453.71,North America,0.27,15.71
889,7,2023-04-08,6,1542.67,South America,0.1,31.29
890,88,2021-11-18,4,1295.71,North America,0.28,14.81
891,107,2022-10-21,3,6522.72,South America,0.06,17.35
892,85,2023-05-14,5,5636.51,Asia,0.26,7.52
893,87,2022-07-24,2,3086.96,Europe,0.09,24.07
894,14,2023-02-16,5,9612.27,Asia,0.26,47.16
895,93,2021-09-11,8,1573.62,North America,0.21,41.96
896,22,2023-10-21,10,17747.24,North America,0.01,38.28
897,16,2022-07-28,4,4412.39,Asia,0.08,22.31
898,217,2023-10-06,2,2207.72,South America,0.16,15.64
899,148,2021-10-30,7,9932.16,Asia,0.0,48.23
900,53,2022-02-15,5,12948.53,Europe,0.03,42.02
901,167,2021-08-29,5,7152.37,South America,0.06,45.06
902,124,2021-10-26,6,11011.95,South America,0.26,39.5
903,44,2021-02-03,1,771.6,South America,0.08,8.6
904,0,2021-09-02,8,12186.41,Asia,0.22,46.69
905,97,2023-05-30,7,13439.41,Europe,0.26,41.91
906,123,2023-08-04,5,5487.81,Asia,0.15,20.83
907,144,2023-05-13,8,16695.8,Europe,0.21,39.29
908,30,2023-01-10,8,2235.43,South America,0.24,11.12
909,97,2022-05-30,4,8406.12,North America,0.19,19.12
910,194,2023-10-25,2,818.29,Europe,0.05,28.24
911,97,2021-12-10,10,20496.39,Asia,0.21,40.67
912,234,2023-12-07,8,1562.04,Asia,0.14,38.08
913,110,2023-06-27,3,2217.92,Asia,0.21,42.2
914,148,2023-09-04,4,5505.25,South America,0.03,21.54
915,112,2023-11-12,7,8434.54,Europe,0.28,44.8
916,182,2023-02-22,1,1578.69,Europe,0.28,46.54
917,117,2022-11-06,2,2128.94,Europe,0.29,13.92
918,2,2021-11-07,1,2459.06,Asia,0.12,24.3
919,235,2023-06-06,3,8638.22,North America,0.03,21.56
920,182,2023-03-17,1,1710.25,South America,0.22,24.58
921,38,2021-12-14,8,16386.89,Europe,0.04,37.11
922,75,2022-08-14,5,1457.77,Europe,0.09,27.24
923,244,2021-05-16,7,1528.0,Asia,0.26,32.0
924,124,2022-01-26,4,8630.99,Europe,0.13,23.38
925,133,2021-07-03,1,1699.45,South America,0.09,16.78
926,119,2023-04-09,4,9176.97,South America,0.11,35.79
927,116,2022-08-15,2,5026.44,Asia,0.0,10.99
928,155,2022-03-16,7,4037.34,South America,0.21,37.1
929,37,2021-04-19,10,25585.29,North America,0.08,9.29
930,40,2021-10-29,1,594.07,Asia,0.1,15.57
931,71,2021-02-24,10,1145.52,North America,0.28,48.52
932,26,2021-07-19,1,512.87,Asia,0.08,32.88
933,196,2022-08-28,7,3377.64,North America,0.2,10.95
934,221,2023-02-25,10,14780.29,South America,0.05,12.64
935,126,2023-11-15,6,6327.4,Asia,0.26,10.94
936,34,2021-06-23,9,21970.67,Asia,0.13,16.72
937,120,2023-06-24,1,685.73,Asia,0.29,27.46
938,114,2022-07-28,6,9179.7,Asia,0.28,17.73
939,177,2022-12-01,10,5627.32,Asia,0.25,46.7
940,152,2023-08-27,7,14533.66,South America,0.27,19.2
941,107,2021-09-13,3,5759.42,South America,0.17,46.53
942,145,2022-07-02,1,2342.1,Europe,0.06,7.46
943,171,2023-03-05,1,655.86,South America,0.14,12.36
944,53,2022-10-24,7,18127.94,South America,0.03,45.28
945,124,2022-04-26,1,2157.75,South America,0.13,49.5
